year,month,state,log_cost,num_storms
2001,1,NORTH CAROLINA,9.61587214452889,54
2001,1,NORTH DAKOTA,0.0,1
2001,1,OHIO,30.850001938884297,28
2001,1,OKLAHOMA,9.90353755128617,121
2001,1,OREGON,18.420880733953034,17
2001,1,PENNSYLVANIA,35.00885552259385,64
2001,1,RHODE ISLAND,0.0,9
2001,1,SOUTH CAROLINA,9.61587214452889,11
2001,1,SOUTH DAKOTA,21.976063090854026,67
2001,1,TENNESSEE,7.601402334583733,82
2001,1,TEXAS,105.97324270981345,141
2001,1,UTAH,0.0,20
2001,1,VERMONT,207.26264337945662,30
2001,1,VIRGINIA,22.109662693063513,51
2001,1,WASHINGTON,21.465276988951963,8
2001,1,WEST VIRGINIA,0.0,72
2001,1,WISCONSIN,0.0,65
2001,1,WYOMING,0.0,2
2001,2,ALABAMA,477.0601105088115,58
2001,2,ARIZONA,9.90353755128617,15
2001,2,ARKANSAS,234.8435748142367,146
2001,2,CALIFORNIA,199.45901307078188,249
2001,2,COLORADO,10.12667110305036,38
2001,2,CONNECTICUT,0.0,18
2001,2,DELAWARE,0.0,11
2001,2,FLORIDA,12.765691290604371,84
2001,2,GEORGIA,314.84105932134435,45
2001,2,IDAHO,0.0,20
2001,2,ILLINOIS,51.02285665098351,126
2001,2,INDIANA,7.601402334583733,35
2001,2,IOWA,940.706528988467,239
2001,2,KANSAS,0.0,154
2001,2,KENTUCKY,49.24407786087409,34
2001,2,LOUISIANA,140.2780690614815,23
2001,2,MAINE,0.0,170
2001,2,MARYLAND,17.03478634283781,51
2001,2,MASSACHUSETTS,9.305741456739435,90
